[ 3686.701256] avd 269080000.avd: fd800000 | hdr_210_y_addr_lsb8[0]
[ 3686.707267] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3686.713898] avd 269080000.avd:       28 | hdr_218_width_align
[ 3686.719651] avd 269080000.avd: fd839800 | hdr_214_uv_addr_lsb8[0]
[ 3686.725754] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3686.732470] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3686.738225] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3686.744068] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3686.749824] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3686.755322] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3686.761857] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3686.769006] avd 269080000.avd: fd8ce400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3686.775549] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3686.782708] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3686.788195] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3686.793688] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3686.799184] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3686.804677] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3686.809995] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3686.816188] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3686.822640] avd 269080000.avd: fef00003 | slc_a84_slice_addr_low
[ 3686.828661] avd 269080000.avd:      26a | slc_a88_slice_hdr_size
[ 3686.834681] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3686.840347] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3686.846449] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3686.853080] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3686.859096] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3686.865377] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3686.871133] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3686.876536] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3686.882378] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3686.888602] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3686.893726] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3686.899210] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3686.904268] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3686.910024] avd 269080000.avd:        0 | hdr_40_zero
[ 3686.915080] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3686.921447] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3686.926941] avd 269080000.avd:   200000 | hdr_44_flags
[ 3686.932088] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3686.938718] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3686.944122] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3686.949614] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3686.955109] avd 269080000.avd:        0 | zero
[ 3686.959556] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3686.966098] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3686.973249] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3686.978743] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3686.984236] avd 269080000.avd:        0 | zero
[ 3686.988683] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3686.995224] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3687.002382] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3687.008920] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3687.016068] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3687.022608] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3687.029760] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3687.035265] avd 269080000.avd: fd700000 | hdr_210_y_addr_lsb8[0]
[ 3687.041270] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3687.047897] avd 269080000.avd:       28 | hdr_218_width_align
[ 3687.053660] avd 269080000.avd: fd739800 | hdr_214_uv_addr_lsb8[0]
[ 3687.059757] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3687.066476] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3687.072232] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3687.078071] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3687.083826] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3687.089321] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3687.095863] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3687.103013] avd 269080000.avd: fd7ce400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3687.109554] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3687.116706] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3687.122198] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3687.127691] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3687.133185] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3687.138692] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3687.144001] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3687.150192] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3687.156644] avd 269080000.avd: fee80003 | slc_a84_slice_addr_low
[ 3687.162662] avd 269080000.avd:      227 | slc_a88_slice_hdr_size
[ 3687.168679] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3687.174348] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3687.180462] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3687.187083] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3687.193096] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3687.199376] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3687.205131] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3687.210538] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3687.216382] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3687.222598] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3687.227724] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3687.233212] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3687.238278] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3687.244032] avd 269080000.avd:        0 | hdr_40_zero
[ 3687.249095] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3687.255452] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3687.260957] avd 269080000.avd:   200000 | hdr_44_flags
[ 3687.266095] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3687.272721] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3687.278130] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3687.283624] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3687.289115] avd 269080000.avd:        0 | zero
[ 3687.293561] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3687.300103] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3687.307256] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3687.312747] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3687.318240] avd 269080000.avd:        0 | zero
[ 3687.322689] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3687.329230] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3687.336390] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3687.342921] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3687.350153] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3687.356611] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3687.363763] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3687.369261] avd 269080000.avd: fde00000 | hdr_210_y_addr_lsb8[0]
[ 3687.375276] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3687.381904] avd 269080000.avd:       28 | hdr_218_width_align
[ 3687.387658] avd 269080000.avd: fde39800 | hdr_214_uv_addr_lsb8[0]
[ 3687.393763] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3687.400478] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3687.406233] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3687.412076] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3687.417832] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3687.423325] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3687.429868] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3687.437021] avd 269080000.avd: fdece400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3687.443563] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3687.450714] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3687.456212] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3687.461698] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3687.467189] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3687.472689] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3687.478004] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3687.484201] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3687.490656] avd 269080000.avd: fef00003 | slc_a84_slice_addr_low
[ 3687.496667] avd 269080000.avd:      19d | slc_a88_slice_hdr_size
[ 3687.502693] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3687.508351] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3687.514471] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3687.521085] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3687.527104] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3687.533383] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3687.539137] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3687.544547] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3687.550385] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3687.556600] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3687.561727] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3687.567220] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3687.572278] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3687.578039] avd 269080000.avd:        0 | hdr_40_zero
[ 3687.583097] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3687.589461] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3687.594948] avd 269080000.avd:   200000 | hdr_44_flags
[ 3687.600093] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3687.606721] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3687.612127] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3687.617620] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3687.623116] avd 269080000.avd:        0 | zero
[ 3687.627569] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3687.634108] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3687.641262] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3687.646750] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3687.652244] avd 269080000.avd:        0 | zero
[ 3687.656697] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3687.663233] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3687.670392] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3687.676930] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3687.684079] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3687.690615] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3687.697768] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3687.703262] avd 269080000.avd: fdd00000 | hdr_210_y_addr_lsb8[0]
[ 3687.709277] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3687.715904] avd 269080000.avd:       28 | hdr_218_width_align
[ 3687.721660] avd 269080000.avd: fdd39800 | hdr_214_uv_addr_lsb8[0]
[ 3687.727766] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3687.734481] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3687.740238] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3687.746081] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3687.751835] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3687.757330] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3687.763870] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3687.771021] avd 269080000.avd: fddce400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3687.777569] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3687.784720] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3687.790205] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3687.795699] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3687.801193] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3687.806689] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3687.812010] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3687.818202] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3687.824655] avd 269080000.avd: fee80003 | slc_a84_slice_addr_low
[ 3687.830670] avd 269080000.avd:      309 | slc_a88_slice_hdr_size
[ 3687.836687] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3687.842365] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3687.848462] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3687.855090] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3687.861111] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3687.867387] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3687.873144] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3687.878556] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3687.884394] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3687.890606] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3687.895735] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3687.901224] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3687.906281] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3687.912036] avd 269080000.avd:        0 | hdr_40_zero
[ 3687.917093] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3687.923461] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3687.928955] avd 269080000.avd:   200000 | hdr_44_flags
[ 3687.934101] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3687.940728] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3687.946133] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3687.951629] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3687.957121] avd 269080000.avd:        0 | zero
[ 3687.961572] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3687.968113] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3687.975261] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3687.980755] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3687.986248] avd 269080000.avd:        0 | zero
[ 3687.990696] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3687.997239] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3688.004392] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3688.010929] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3688.018080] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3688.024620] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3688.031772] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3688.037266] avd 269080000.avd: fdc00000 | hdr_210_y_addr_lsb8[0]
[ 3688.043284] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3688.049917] avd 269080000.avd:       28 | hdr_218_width_align
[ 3688.055668] avd 269080000.avd: fdc39800 | hdr_214_uv_addr_lsb8[0]
[ 3688.061772] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3688.068491] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3688.074241] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3688.080089] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3688.085848] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3688.091335] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3688.097875] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3688.105029] avd 269080000.avd: fdcce400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3688.111566] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3688.118720] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3688.124211] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3688.129706] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3688.135201] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3688.140697] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3688.146016] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3688.152207] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3688.158660] avd 269080000.avd: fef00003 | slc_a84_slice_addr_low
[ 3688.164675] avd 269080000.avd:      3c6 | slc_a88_slice_hdr_size
[ 3688.170695] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3688.176363] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3688.182466] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3688.189106] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3688.195118] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3688.201391] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3688.207150] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3688.212556] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3688.218403] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3688.224647] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3688.229748] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3688.235227] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3688.240285] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3688.246050] avd 269080000.avd:        0 | hdr_40_zero
[ 3688.251100] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3688.257465] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3688.262966] avd 269080000.avd:   200000 | hdr_44_flags
[ 3688.268102] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3688.274738] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3688.280146] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3688.285637] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3688.291143] avd 269080000.avd:        0 | zero
[ 3688.295576] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3688.302117] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3688.309269] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3688.314761] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3688.320256] avd 269080000.avd:        0 | zero
[ 3688.324705] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3688.331245] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3688.338400] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3688.344935] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3688.352087] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3688.358626] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3688.365780] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3688.371273] avd 269080000.avd: fdb00000 | hdr_210_y_addr_lsb8[0]
[ 3688.377290] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3688.383916] avd 269080000.avd:       28 | hdr_218_width_align
[ 3688.389672] avd 269080000.avd: fdb39800 | hdr_214_uv_addr_lsb8[0]
[ 3688.395776] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3688.402492] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3688.408247] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3688.414090] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3688.419921] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3688.425339] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3688.431881] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3688.439033] avd 269080000.avd: fdbce400 | hdr_bc_sps_tile_addr_lsb8[0]
[ 3688.445574] avd 269080000.avd:        0 | hdr_bc_sps_tile_addr_lsb8[0] (high)
[ 3688.452732] avd 269080000.avd:        0 | cm3_dma_config_7
[ 3688.458215] avd 269080000.avd:        0 | cm3_dma_config_8
[ 3688.463711] avd 269080000.avd:        0 | cm3_dma_config_9
[ 3688.469213] avd 269080000.avd:        0 | cm3_dma_config_a
[ 3688.474701] avd 269080000.avd:  1000002 | hdr_d0_ref_hdr
[ 3688.480029] avd 269080000.avd:        0 | cm3_mark_end_section_scl
[ 3688.486217] avd 269080000.avd: 2d820000 | slc_a7c_cmd_set_coded_slice
[ 3688.492666] avd 269080000.avd: fee80003 | slc_a84_slice_addr_low
[ 3688.498696] avd 269080000.avd:      334 | slc_a88_slice_hdr_size
[ 3688.504698] avd 269080000.avd: 2c000000 | cm3_cmd_exec_mb_vp
[ 3688.510432] avd 269080000.avd: 2d906000 | slc_a70_cmd_quant_param
[ 3688.516475] avd 269080000.avd: 2da30000 | slc_a74_cmd_deblocking_filter
[ 3688.523106] avd 269080000.avd: 2dc00000 | slc_6e8_cmd_ref_list_0
[ 3688.529117] avd 269080000.avd: 2dd00000 | slc_76c_cmd_weights_denom
[ 3688.535396] avd 269080000.avd: 2a000000 | cm3_cmd_set_mb_dims
[ 3688.541150] avd 269080000.avd:    16027 | cm3_set_mb_dims
[ 3688.546556] avd 269080000.avd: 2d018000 | slc_6e4_cmd_ref_type
[ 3688.552400] avd 269080000.avd: 2b000400 | cm3_cmd_inst_fifo_end
[ 3688.558614] avd 269080000.avd: 2b000100 | inst_fifo_start
[ 3688.563743] avd 269080000.avd: 2db012e0 | hdr_34_start_hdr
[ 3688.569231] avd 269080000.avd:  1000000 | hdr_38_mode
[ 3688.574291] avd 269080000.avd:  16f027f | hdr_3c_height_width
[ 3688.580094] avd 269080000.avd:        0 | hdr_40_zero
[ 3688.585104] avd 269080000.avd:   2d004f | hdr_28_height_width_shift3
[ 3688.591468] avd 269080000.avd:  1002801 | hdr_2c_sps_param
[ 3688.596969] avd 269080000.avd:   200000 | hdr_44_flags
[ 3688.602108] avd 269080000.avd:        0 | hdr_48_chroma_qp_index_offset
[ 3688.608737] avd 269080000.avd:   30000a | hdr_58_const_3a
[ 3688.614142] avd 269080000.avd:        0 | cm3_dma_config_1
[ 3688.619636] avd 269080000.avd:        0 | cm3_dma_config_2
[ 3688.625130] avd 269080000.avd:        0 | zero
[ 3688.629580] avd 269080000.avd: fcfa0000 | hdr_9c_pps_tile_addr_lsb8[0]
[ 3688.636119] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[0] (high)
[ 3688.643271] avd 269080000.avd:        0 | cm3_dma_config_3
[ 3688.648764] avd 269080000.avd:        0 | cm3_dma_config_4
[ 3688.654258] avd 269080000.avd:        0 | zero
[ 3688.658707] avd 269080000.avd: fcf98000 | hdr_9c_pps_tile_addr_lsb8[1]
[ 3688.665251] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[1] (high)
[ 3688.672405] avd 269080000.avd: fce98000 | hdr_9c_pps_tile_addr_lsb8[2]
[ 3688.678950] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[2] (high)
[ 3688.686092] avd 269080000.avd: f4f90000 | hdr_9c_pps_tile_addr_lsb8[3]
[ 3688.692630] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[3] (high)
[ 3688.699788] avd 269080000.avd:        0 | cm3_dma_config_5
[ 3688.705276] avd 269080000.avd: fda00000 | hdr_210_y_addr_lsb8[0]
[ 3688.711297] avd 269080000.avd:        0 | hdr_210_y_addr_lsb8[0] (high)
[ 3688.717926] avd 269080000.avd:       28 | hdr_218_width_align
[ 3688.723680] avd 269080000.avd: fda39800 | hdr_214_uv_addr_lsb8[0]
[ 3688.729783] avd 269080000.avd:        0 | hdr_214_uv_addr_lsb8[0] (high)
[ 3688.736497] avd 269080000.avd:       28 | hdr_21c_width_align
[ 3688.742252] avd 269080000.avd:        0 | cm3_mark_end_section
[ 3688.748092] avd 269080000.avd:  16f027f | hdr_54_height_width
[ 3688.753848] avd 269080000.avd:        0 | cm3_dma_config_6
[ 3688.759343] avd 269080000.avd: fce18000 | hdr_9c_pps_tile_addr_lsb8[7]
[ 3688.765885] avd 269080000.avd:        0 | hdr_9c_pps_tile_addr_lsb8[7] (high)
[ 3688.773035] avd 269080000.avd: fdace400 | hdr_bc_sps_tile_addr_lsb8[0]
